energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,mode,key,duration_ms,time_signature,popularity,playlist_genre
0.905,149.965,0.509,-3.696,0.623,0.217,0.0661,5.54e-05,0.00573,0.0,0.0,138000.0,4.0,0,electronic
0.936,160.04,0.636,-6.463,0.164,0.141,0.32,0.925,0.0198,1.0,7.0,126000.0,4.0,0,electronic
0.988,100.025,0.567,-2.879,0.149,0.0634,0.187,0.0351,0.0232,1.0,1.0,232950.0,4.0,0,electronic
0.896,165.054,0.332,-4.649,0.379,0.173,0.226,0.0146,0.0218,0.0,11.0,151993.0,4.0,0,electronic
0.864,160.04,0.557,-4.574,0.878,0.464,0.0702,0.0084,0.0151,0.0,11.0,217500.0,4.0,0,electronic
0.925,154.915,0.498,-4.161,0.282,0.585,0.0653,0.0,0.0284,1.0,2.0,182853.0,4.0,0,electronic
0.803,154.952,0.553,-5.066,0.27,0.368,0.0973,1.06e-06,0.00232,0.0,6.0,159484.0,4.0,0,electronic
0.989,145.019,0.676,-2.731,0.311,0.553,0.13,0.0022,0.0442,1.0,8.0,161589.0,4.0,0,electronic
0.341,105.513,0.701,-12.26,0.359,0.163,0.0418,0.903,0.499,0.0,1.0,151507.0,3.0,0,classical
0.028,130.02,0.639,-29.729,0.116,0.4,0.039,0.397,0.971,0.0,6.0,91303.0,3.0,0,classical
0.107,129.368,0.367,-20.273,0.107,0.146,0.0471,0.926,0.862,0.0,9.0,78875.0,3.0,0,classical
0.0621,68.537,0.248,-31.174,0.144,0.0398,0.0362,0.873,0.988,1.0,5.0,93657.0,5.0,0,classical
0.0217,104.541,0.278,-37.438,0.0926,0.223,0.0327,0.919,0.98,0.0,9.0,103091.0,1.0,0,classical
0.339,90.041,0.53,-16.973,0.102,0.0719,0.0419,0.874,0.567,0.0,2.0,226880.0,4.0,0,classical
0.0696,95.193,0.495,-31.384,0.119,0.276,0.0296,0.898,0.96,0.0,7.0,179800.0,3.0,0,classical
0.134,134.986,0.567,-25.988,0.107,0.0642,0.0339,0.921,0.99,0.0,9.0,137615.0,4.0,0,classical
0.116,79.487,0.324,-22.841,0.113,0.299,0.0348,0.926,0.986,0.0,7.0,120853.0,1.0,0,classical
0.216,99.635,0.325,-17.214,0.128,0.109,0.0352,0.861,0.977,0.0,9.0,124453.0,3.0,0,classical
0.232,171.226,0.287,-15.804,0.108,0.47,0.0336,0.947,0.904,0.0,8.0,107442.0,3.0,0,classical
0.154,123.077,0.242,-26.525,0.0964,0.0489,0.0564,0.897,0.975,1.0,2.0,324016.0,3.0,0,classical
0.341,107.098,0.374,-17.532,0.105,0.288,0.0416,0.561,0.576,0.0,1.0,975800.0,4.0,0,jazz
0.563,108.622,0.333,-11.324,0.118,0.158,0.0359,0.723,0.645,1.0,9.0,995573.0,3.0,0,jazz
0.838,125.006,0.672,-10.685,0.116,0.812,0.0566,0.413,0.148,0.0,8.0,187200.0,4.0,0,funk
0.846,122.433,0.742,-7.296,0.536,0.481,0.276,0.0104,0.0296,0.0,10.0,260784.0,4.0,0,funk
0.901,120.002,0.598,-5.332,0.704,0.656,0.367,0.335,0.00447,0.0,10.0,240000.0,4.0,0,funk
0.771,125.021,0.726,-7.76,0.568,0.251,0.206,0.0691,0.000145,1.0,1.0,231365.0,4.0,0,funk
0.947,123.825,0.513,-6.678,0.386,0.36,0.572,0.0477,0.000598,0.0,5.0,185806.0,4.0,0,funk
0.553,101.018,0.846,-7.653,0.0778,0.463,0.279,1.16e-06,0.392,0.0,11.0,181523.0,4.0,0,funk
0.789,139.918,0.734,-8.474,0.559,0.652,0.359,0.00708,0.0345,1.0,1.0,167415.0,4.0,0,funk
0.921,121.008,0.78,-7.219,0.666,0.823,0.248,0.87,0.00954,1.0,7.0,201767.0,4.0,0,funk
0.835,119.002,0.88,-9.271,0.293,0.622,0.262,0.0,0.000374,0.0,4.0,169543.0,4.0,0,funk
0.581,123.952,0.936,-10.544,0.301,0.828,0.327,0.409,0.000779,0.0,11.0,168744.0,4.0,0,funk
0.846,108.01,0.685,-6.108,0.315,0.765,0.0385,0.00917,0.0154,0.0,1.0,211996.0,4.0,0,funk
0.732,128.05,0.732,-9.566,0.369,0.374,0.272,0.926,0.0011,0.0,6.0,166787.0,4.0,0,funk
0.893,123.798,0.649,-9.227,0.746,0.813,0.0492,0.62,0.00368,0.0,11.0,202380.0,4.0,0,funk
0.93,123.982,0.707,-8.479,0.134,0.964,0.054,0.44,0.114,0.0,3.0,193017.0,4.0,0,funk
0.935,118.022,0.666,-4.99,0.465,0.822,0.371,0.000128,0.0334,0.0,10.0,199322.0,4.0,0,funk
0.841,108.082,0.854,-7.504,0.173,0.139,0.0867,0.655,0.00753,1.0,7.0,128814.0,4.0,0,funk
0.581,123.844,0.651,-8.5,0.529,0.681,0.432,0.138,0.00118,1.0,1.0,187742.0,4.0,0,funk
0.628,120.013,0.679,-9.078,0.0622,0.744,0.0467,0.83,0.000978,1.0,1.0,208620.0,4.0,0,funk
0.864,110.104,0.773,-8.639,0.113,0.759,0.277,0.0505,0.0677,1.0,1.0,174545.0,4.0,0,funk
0.719,115.0,0.71,-4.868,0.0675,0.857,0.133,0.00665,0.00155,1.0,4.0,185739.0,4.0,0,funk
0.938,129.994,0.612,-7.253,0.329,0.595,0.0562,0.717,2.51e-05,0.0,10.0,162462.0,4.0,0,funk
0.676,124.013,0.809,-7.803,0.064,0.548,0.0498,0.879,0.0561,0.0,7.0,129059.0,4.0,0,funk
0.866,110.038,0.633,-6.025,0.184,0.825,0.11,0.835,0.00587,1.0,6.0,199262.0,4.0,0,funk
0.757,124.986,0.707,-9.052,0.108,0.905,0.316,0.000294,0.00345,1.0,1.0,234240.0,4.0,0,funk
0.937,119.961,0.53,-5.143,0.093,0.301,0.197,0.0408,0.0025,0.0,8.0,216000.0,4.0,0,funk
0.907,128.012,0.617,-4.58,0.103,0.607,0.0329,0.838,0.000245,0.0,0.0,183750.0,4.0,0,funk
0.689,125.941,0.696,-8.777,0.166,0.968,0.294,0.82,0.000325,0.0,5.0,171429.0,4.0,0,funk
0.923,115.984,0.738,-4.88,0.101,0.435,0.0414,0.916,0.173,1.0,10.0,306724.0,4.0,0,funk
0.457,113.974,0.652,-13.775,0.157,0.0733,0.0294,0.913,0.841,1.0,1.0,318170.0,3.0,0,electronic
0.375,169.951,0.661,-10.134,0.105,0.645,0.0432,0.555,0.0566,0.0,3.0,142603.0,3.0,0,electronic
0.515,105.001,0.671,-16.738,0.11,0.0984,0.0388,0.932,0.815,1.0,1.0,162500.0,4.0,0,electronic
0.255,142.568,0.74,-7.293,0.105,0.231,0.0534,0.894,0.275,1.0,10.0,193732.0,4.0,0,electronic
0.754,170.084,0.564,-8.849,0.224,0.457,0.0646,0.84,0.0424,1.0,8.0,212939.0,5.0,0,electronic
0.181,86.393,0.686,-14.133,0.0772,0.647,0.049,0.934,0.652,1.0,1.0,136914.0,4.0,0,electronic
0.599,94.322,0.377,-10.281,0.0857,0.0545,0.0293,0.475,0.00303,0.0,5.0,252628.0,4.0,0,electronic
0.487,139.914,0.655,-7.988,0.271,0.0454,0.033,0.897,0.0347,1.0,6.0,205766.0,4.0,0,electronic
0.855,142.026,0.606,-8.923,0.082,0.422,0.0383,0.889,0.447,1.0,1.0,209577.0,3.0,0,electronic
0.118,139.688,0.251,-22.077,0.0988,0.049,0.0346,0.93,0.898,0.0,6.0,123536.0,4.0,0,electronic
0.894,81.377,0.469,-6.341,0.125,0.456,0.0428,0.000194,0.00024,1.0,8.0,209416.0,4.0,0,electronic
0.222,75.048,0.382,-24.021,0.0863,0.212,0.0325,0.901,0.929,0.0,8.0,110571.0,4.0,0,electronic
0.705,119.942,0.543,-5.779,0.21,0.163,0.0296,0.0341,0.00251,1.0,11.0,242293.0,4.0,0,electronic
0.68,130.019,0.729,-5.502,0.246,0.504,0.0762,0.0,0.219,1.0,7.0,237345.0,4.0,0,latin
0.721,138.591,0.596,-6.611,0.129,0.841,0.288,1.52e-05,0.829,1.0,3.0,264250.0,4.0,0,latin
0.651,139.927,0.741,-7.241,0.972,0.36,0.299,0.0,0.154,0.0,11.0,187714.0,4.0,0,latin
0.541,140.021,0.662,-7.236,0.208,0.167,0.0663,0.0,0.449,1.0,6.0,144583.0,4.0,0,latin
0.648,140.819,0.593,-6.84,0.249,0.665,0.381,0.000273,0.233,1.0,2.0,232433.0,4.0,0,latin
0.684,139.654,0.795,-4.413,0.087,0.571,0.206,1.65e-06,0.425,1.0,2.0,275568.0,4.0,0,latin
0.712,143.989,0.495,-6.509,0.318,0.386,0.18,0.0,0.414,0.0,10.0,325563.0,4.0,0,latin
0.801,121.804,0.829,-3.4,0.349,0.692,0.202,0.0,0.415,1.0,7.0,280205.0,4.0,0,latin
0.73,140.041,0.83,-5.616,0.242,0.734,0.326,0.0,0.187,0.0,10.0,362571.0,4.0,0,latin
0.559,140.083,0.801,-9.192,0.0956,0.755,0.39,0.0,0.502,0.0,6.0,192653.0,4.0,0,latin
0.636,141.903,0.802,-7.35,0.124,0.482,0.303,4.25e-05,0.462,0.0,0.0,162305.0,4.0,0,latin
0.659,142.044,0.689,-7.974,0.159,0.441,0.195,0.0,0.221,0.0,4.0,207887.0,4.0,0,latin
0.49,111.976,0.87,-10.947,0.111,0.528,0.376,0.000257,0.0558,1.0,2.0,189643.0,4.0,0,latin
0.78,139.849,0.733,-5.986,0.335,0.558,0.33,0.0,0.459,1.0,9.0,144000.0,4.0,0,latin
0.641,150.058,0.732,-7.627,0.112,0.747,0.253,5.57e-05,0.271,1.0,2.0,227200.0,4.0,0,latin
0.84,141.958,0.728,-4.575,0.0972,0.598,0.0813,0.0,0.164,1.0,2.0,116901.0,4.0,0,latin
0.624,154.992,0.467,-6.804,0.387,0.107,0.0552,0.0,0.101,0.0,11.0,224042.0,4.0,0,latin
0.786,140.042,0.737,-5.268,0.369,0.643,0.126,0.0,0.683,0.0,0.0,264385.0,4.0,0,latin
0.755,139.923,0.786,-2.827,0.227,0.469,0.266,0.0,0.28,1.0,11.0,330196.0,4.0,0,latin
0.864,142.689,0.621,-5.91,0.0882,0.897,0.376,0.0,0.099,1.0,6.0,277028.0,4.0,0,hip-hop
0.741,108.088,0.542,-7.875,0.538,0.189,0.345,0.0,0.0643,1.0,1.0,192205.0,3.0,0,hip-hop
0.735,93.374,0.566,-9.475,0.0931,0.71,0.352,2.22e-05,0.342,0.0,11.0,183429.0,5.0,0,hip-hop
0.622,138.054,0.794,-10.931,0.225,0.658,0.311,0.0,0.315,1.0,6.0,114348.0,4.0,0,hip-hop
0.785,137.056,0.86,-4.633,0.0603,0.856,0.218,0.0,0.0348,1.0,8.0,187445.0,4.0,0,hip-hop
0.882,140.029,0.865,-6.341,0.134,0.719,0.196,0.00037,0.116,0.0,1.0,169714.0,4.0,0,hip-hop
0.74,135.026,0.767,-11.585,0.242,0.946,0.109,8.4e-05,0.0724,0.0,9.0,188089.0,4.0,0,hip-hop
0.613,140.434,0.563,-10.245,0.106,0.42,0.393,0.0,0.813,0.0,10.0,139200.0,4.0,0,hip-hop
0.922,140.009,0.708,-2.978,0.395,0.669,0.171,0.0,0.0439,0.0,10.0,210857.0,4.0,0,hip-hop
0.798,140.198,0.713,-5.072,0.331,0.655,0.298,0.0,0.00452,1.0,0.0,235714.0,4.0,0,hip-hop
0.754,140.04,0.751,-3.677,0.0921,0.508,0.282,0.0,0.125,1.0,1.0,249926.0,4.0,0,hip-hop
0.708,90.999,0.652,-6.616,0.0813,0.859,0.321,0.0,0.055,0.0,6.0,113333.0,5.0,0,hip-hop
0.805,140.023,0.625,-7.213,0.656,0.647,0.244,0.34,0.00649,1.0,7.0,138613.0,4.0,0,hip-hop
0.595,90.328,0.789,-7.188,0.113,0.406,0.499,0.0,0.052,1.0,4.0,158304.0,5.0,0,hip-hop
0.811,171.723,0.435,-2.969,0.0861,0.487,0.243,0.0,0.0659,1.0,1.0,270866.0,5.0,0,hip-hop
0.722,141.999,0.891,-8.2,0.164,0.395,0.286,6.34e-06,0.0145,1.0,1.0,118387.0,4.0,0,hip-hop
0.604,135.144,0.898,-4.184,0.0876,0.492,0.377,8.91e-05,0.0413,1.0,1.0,176760.0,4.0,0,hip-hop
0.891,138.878,0.395,-9.04,0.4,0.612,0.138,0.00337,0.0126,1.0,0.0,154286.0,4.0,0,hip-hop
0.733,139.969,0.839,-5.36,0.11,0.633,0.35,0.0,0.063,0.0,6.0,192682.0,4.0,0,hip-hop
0.607,140.043,0.678,-5.331,0.354,0.756,0.0489,0.85,0.0751,1.0,11.0,209143.0,4.0,0,hip-hop
0.634,139.975,0.824,-8.894,0.12,0.229,0.164,0.0,0.0193,1.0,2.0,178639.0,4.0,0,hip-hop
0.832,135.835,0.673,-7.273,0.0926,0.73,0.316,2.85e-05,0.137,0.0,4.0,133015.0,4.0,0,hip-hop
0.645,128.023,0.663,-7.977,0.166,0.394,0.398,0.0,0.443,1.0,8.0,231107.0,4.0,0,hip-hop
0.68,144.006,0.85,-6.18,0.0964,0.694,0.338,0.0,0.732,0.0,3.0,173333.0,1.0,0,hip-hop
0.471,140.969,0.863,-9.545,0.121,0.644,0.478,0.0,0.251,1.0,6.0,252907.0,4.0,0,hip-hop
0.825,143.062,0.746,-4.457,0.365,0.904,0.0435,0.0,0.192,1.0,3.0,108651.0,4.0,0,hip-hop
0.75,141.176,0.807,-4.396,0.164,0.961,0.237,0.0,0.17,1.0,11.0,139574.0,4.0,0,hip-hop
0.519,140.013,0.871,-6.549,0.0869,0.532,0.258,8.14e-06,0.313,1.0,2.0,251733.0,4.0,0,hip-hop
0.71,147.171,0.8,-6.403,0.339,0.795,0.295,0.0,0.463,0.0,5.0,150664.0,4.0,0,hip-hop
0.807,140.045,0.725,-4.332,0.462,0.848,0.315,0.0,0.352,1.0,11.0,174857.0,4.0,0,hip-hop
0.792,142.965,0.855,-4.949,0.17,0.623,0.143,0.0,0.552,1.0,2.0,148750.0,4.0,0,hip-hop
0.666,145.066,0.821,-7.237,0.319,0.739,0.342,0.0,0.0954,1.0,1.0,178138.0,4.0,0,hip-hop
0.766,144.105,0.816,-4.759,0.0943,0.349,0.31,3.34e-05,0.192,1.0,1.0,176667.0,4.0,0,hip-hop
0.713,143.052,0.723,-6.879,0.513,0.803,0.241,0.0,0.495,0.0,2.0,158601.0,4.0,0,hip-hop
0.569,77.052,0.767,-6.805,0.109,0.524,0.216,1.45e-05,0.00988,0.0,4.0,196363.0,4.0,0,hip-hop
0.481,140.122,0.813,-6.71,0.0931,0.842,0.231,0.0,0.217,1.0,1.0,178286.0,4.0,0,hip-hop
0.419,140.012,0.877,-14.419,0.12,0.255,0.512,0.0,0.0837,0.0,10.0,217714.0,4.0,0,hip-hop
0.62,139.927,0.811,-4.82,0.211,0.638,0.43,0.0,0.1,0.0,10.0,173571.0,4.0,0,hip-hop
0.826,146.95,0.68,-2.561,0.254,0.804,0.27,0.0,0.562,1.0,5.0,248937.0,4.0,0,hip-hop
0.596,150.035,0.848,-8.043,0.0853,0.793,0.235,0.0,0.5,0.0,2.0,143200.0,4.0,0,hip-hop
0.93,139.995,0.81,-5.857,0.0796,0.936,0.294,3.32e-06,0.398,0.0,10.0,192000.0,4.0,0,hip-hop
0.621,124.015,0.892,-7.67,0.109,0.638,0.0949,0.0,0.496,1.0,2.0,205720.0,4.0,0,hip-hop
0.673,142.031,0.855,-7.58,0.385,0.66,0.373,0.0,0.45,1.0,1.0,221467.0,4.0,0,hip-hop
0.803,140.994,0.759,-6.77,0.362,0.895,0.277,0.0,0.413,0.0,1.0,141277.0,4.0,0,hip-hop
0.672,145.014,0.773,-5.885,0.0851,0.624,0.225,0.0,0.522,0.0,4.0,201169.0,4.0,0,hip-hop
0.616,143.176,0.826,-7.3,0.0601,0.782,0.394,0.0,0.313,1.0,2.0,173868.0,4.0,0,hip-hop
0.738,141.067,0.875,-6.205,0.393,0.659,0.332,0.000119,0.492,1.0,8.0,137077.0,4.0,0,hip-hop
0.651,127.054,0.66,-6.306,0.456,0.161,0.0691,0.84,0.000244,1.0,1.0,485719.0,4.0,0,afrobeats
0.66,127.008,0.795,-11.93,0.177,0.489,0.0399,0.0456,0.173,0.0,6.0,349701.0,4.0,0,afrobeats
0.852,122.035,0.751,-8.238,0.454,0.413,0.0456,0.00662,0.0469,0.0,10.0,379703.0,4.0,0,afrobeats
0.722,125.018,0.685,-7.223,0.0696,0.516,0.0349,0.108,0.0017,0.0,1.0,391540.0,4.0,0,afrobeats
0.783,120.02,0.718,-7.71,0.103,0.344,0.0322,0.763,0.000912,1.0,2.0,323952.0,4.0,0,afrobeats
0.5,121.999,0.843,-10.155,0.112,0.189,0.0435,0.799,0.0258,1.0,11.0,273350.0,4.0,0,afrobeats
0.799,126.027,0.805,-11.008,0.144,0.269,0.0399,0.00613,0.0253,0.0,1.0,369084.0,4.0,0,afrobeats
0.928,127.023,0.787,-9.052,0.065,0.612,0.0339,0.775,0.0391,1.0,11.0,368086.0,4.0,0,afrobeats
0.987,127.009,0.782,-8.221,0.0697,0.756,0.0391,0.723,0.0358,1.0,1.0,373416.0,4.0,0,afrobeats
0.891,123.992,0.701,-7.501,0.119,0.26,0.0722,0.0844,0.00621,1.0,8.0,435504.0,4.0,0,afrobeats
0.903,127.002,0.675,-7.629,0.334,0.123,0.0332,0.685,0.00103,1.0,2.0,357799.0,4.0,0,afrobeats
0.739,126.024,0.716,-8.904,0.0956,0.394,0.0327,0.0864,0.00209,0.0,11.0,367935.0,4.0,0,afrobeats
0.498,113.001,0.822,-12.544,0.0342,0.826,0.0498,0.0419,0.0489,0.0,1.0,379082.0,4.0,0,afrobeats
0.897,127.018,0.59,-5.046,0.0375,0.679,0.063,0.769,0.0106,0.0,1.0,364739.0,4.0,0,afrobeats
0.685,127.017,0.863,-9.264,0.137,0.502,0.0502,0.0382,0.00124,1.0,8.0,341107.0,4.0,0,afrobeats
0.769,125.968,0.814,-8.858,0.0945,0.778,0.0309,0.00988,0.0379,1.0,1.0,371112.0,4.0,0,afrobeats
0.794,125.996,0.773,-6.74,0.107,0.522,0.0432,0.000324,0.0164,1.0,8.0,398158.0,4.0,0,afrobeats
0.716,126.99,0.78,-12.97,0.0783,0.53,0.0398,0.0192,0.0162,0.0,8.0,372637.0,4.0,0,afrobeats
0.866,126.038,0.648,-8.235,0.122,0.232,0.0331,0.855,0.0768,0.0,8.0,367673.0,4.0,0,afrobeats
0.631,115.004,0.708,-8.96,0.127,0.42,0.0322,0.00465,0.0016,1.0,8.0,303700.0,4.0,0,afrobeats
0.914,149.971,0.745,-4.108,0.0814,0.837,0.188,2.69e-06,0.0393,1.0,6.0,199021.0,4.0,0,soca
0.944,133.97,0.804,-1.139,0.329,0.746,0.175,0.0,0.105,0.0,10.0,189657.0,4.0,0,soca
0.848,130.021,0.808,-5.518,0.299,0.606,0.0979,0.0,0.0783,1.0,8.0,238154.0,4.0,0,soca
0.797,110.034,0.792,-5.748,0.091,0.351,0.0412,0.00489,0.0123,1.0,0.0,177926.0,4.0,0,soca
0.824,106.012,0.836,-4.591,0.105,0.573,0.0482,0.00534,0.164,1.0,6.0,185660.0,4.0,0,soca
0.919,107.991,0.736,-3.608,0.0604,0.861,0.0401,0.000179,0.331,1.0,6.0,226667.0,4.0,0,soca
0.943,159.996,0.666,-4.474,0.31,0.897,0.209,0.0,0.387,1.0,1.0,230438.0,4.0,0,soca
0.902,116.066,0.94,-3.135,0.367,0.938,0.0717,0.0,0.123,1.0,4.0,202449.0,4.0,0,soca
0.951,130.207,0.682,-3.957,0.068,0.821,0.191,0.0,0.143,0.0,5.0,225252.0,4.0,0,soca
0.821,108.878,0.74,-11.972,0.0601,0.958,0.0404,0.0,0.153,1.0,5.0,285653.0,4.0,0,soca
0.689,117.067,0.911,-6.662,0.0893,0.389,0.151,0.0,0.23,1.0,2.0,135684.0,4.0,0,soca
0.675,105.151,0.699,-5.383,0.143,0.442,0.387,0.0,0.0654,1.0,9.0,217200.0,4.0,0,soca
0.935,131.055,0.927,-3.951,0.0728,0.912,0.106,0.0,0.135,1.0,10.0,230823.0,4.0,0,soca
0.792,119.992,0.843,-3.672,0.0694,0.9,0.0542,5.02e-05,0.0671,1.0,9.0,218228.0,4.0,0,soca
0.331,119.627,0.853,-17.22,0.0713,0.804,0.0529,0.61,0.000494,1.0,8.0,376000.0,4.0,0,disco
0.736,107.393,0.681,-14.483,0.0974,0.987,0.0424,0.602,0.0588,0.0,10.0,402768.0,4.0,0,disco
0.525,120.643,0.702,-14.028,0.173,0.573,0.0399,0.128,0.00237,1.0,7.0,370456.0,4.0,0,disco
0.761,112.979,0.775,-10.463,0.0549,0.431,0.0482,0.776,0.0413,1.0,1.0,451500.0,4.0,0,disco
0.823,125.237,0.569,-8.555,0.202,0.811,0.0381,0.00723,3.81e-05,1.0,7.0,532373.0,4.0,0,disco
0.475,132.148,0.897,-13.23,0.0958,0.967,0.0496,0.00778,0.136,1.0,0.0,415030.0,4.0,0,disco
0.788,114.674,0.868,-4.321,0.0801,0.961,0.0547,2.6e-05,0.0334,1.0,1.0,262457.0,4.0,0,disco
0.728,118.031,0.671,-9.78,0.385,0.488,0.0403,0.00391,0.000372,0.0,2.0,472362.0,4.0,0,disco
0.956,104.595,0.698,-5.782,0.263,0.321,0.0408,0.8,0.000316,0.0,4.0,540747.0,4.0,0,disco
0.69,123.555,0.715,-8.172,0.11,0.676,0.0307,0.000657,0.192,0.0,4.0,223147.0,4.0,0,rock
0.837,120.04,0.726,-5.325,0.322,0.559,0.032,1.31e-05,0.257,0.0,9.0,295013.0,4.0,0,rock
0.851,95.019,0.663,-3.007,0.0771,0.921,0.0491,0.0,0.0992,0.0,6.0,196893.0,4.0,0,rock
0.385,174.167,0.258,-8.143,0.0802,0.174,0.033,0.0,0.0527,0.0,6.0,252293.0,3.0,0,rock
0.779,99.999,0.787,-3.559,0.0623,0.978,0.0391,0.0,0.0215,1.0,9.0,205200.0,4.0,0,rock
0.794,101.143,0.773,-4.954,0.113,0.907,0.0326,0.000354,0.527,0.0,5.0,264600.0,4.0,0,rock
0.898,162.058,0.527,-3.624,0.0686,0.462,0.0367,0.0,0.027,0.0,0.0,317627.0,4.0,0,rock
0.773,115.995,0.786,-5.042,0.103,0.573,0.0288,2.57e-06,0.152,1.0,7.0,263880.0,4.0,0,rock
0.726,147.883,0.647,-6.761,0.15,0.514,0.0289,5.11e-06,0.159,1.0,2.0,291867.0,4.0,0,rock
0.715,84.098,0.487,-4.417,0.195,0.638,0.0519,0.0,0.294,1.0,7.0,238133.0,4.0,0,rock
0.52,124.082,0.426,-7.981,0.142,0.306,0.0395,0.86,0.17,1.0,4.0,354173.0,4.0,0,rock
0.313,132.899,0.273,-11.784,0.163,0.0399,0.0455,0.0922,0.11,0.0,10.0,1065133.0,3.0,0,rock
0.694,139.019,0.727,-10.218,0.0977,0.236,0.064,0.118,0.0639,1.0,0.0,269000.0,4.0,0,world
0.486,94.993,0.701,-9.322,0.426,0.0391,0.0324,0.0779,0.00319,1.0,1.0,219170.0,4.0,0,world
0.871,108.028,0.867,-3.851,0.0499,0.467,0.243,0.0282,0.00213,0.0,6.0,226667.0,4.0,0,world
0.802,96.015,0.729,-6.346,0.0905,0.705,0.179,4.42e-06,0.0924,1.0,7.0,233177.0,4.0,0,world
0.878,119.963,0.825,-3.356,0.122,0.53,0.185,2.42e-05,0.0657,1.0,1.0,179547.0,4.0,0,world
0.917,120.006,0.85,-4.932,0.239,0.798,0.0803,0.000101,0.138,1.0,0.0,202396.0,4.0,0,world
0.821,100.061,0.58,-6.599,0.177,0.648,0.0415,8.71e-05,0.00315,0.0,1.0,182344.0,4.0,0,world
0.831,125.012,0.844,-5.561,0.2,0.698,0.262,0.00012,0.00688,1.0,7.0,286695.0,4.0,0,world
0.629,130.023,0.725,-4.729,0.212,0.194,0.0356,0.0673,0.00139,1.0,9.0,271653.0,4.0,0,world
0.731,122.012,0.819,-6.502,0.118,0.0484,0.0479,0.0731,0.026,1.0,1.0,268986.0,4.0,0,world
0.474,79.933,0.707,-8.705,0.64,0.534,0.147,0.000689,0.201,1.0,0.0,262498.0,4.0,0,world
0.927,141.961,0.6,-4.776,0.327,0.442,0.107,0.00581,0.025,1.0,6.0,185284.0,4.0,0,world
0.907,115.087,0.684,-3.949,0.112,0.336,0.0648,0.000175,0.346,1.0,8.0,208719.0,4.0,0,world
0.59,78.459,0.377,-4.164,0.15,0.563,0.0336,0.0,0.514,1.0,5.0,171429.0,1.0,0,world
0.465,110.014,0.794,-8.144,0.103,0.652,0.057,1.37e-06,0.751,0.0,1.0,158690.0,4.0,0,world
0.513,99.022,0.788,-9.877,0.0811,0.82,0.0464,1.92e-05,0.774,0.0,4.0,158000.0,4.0,0,world
0.568,118.027,0.806,-11.061,0.104,0.628,0.0315,0.00165,0.0462,0.0,5.0,184320.0,4.0,0,world
0.695,120.043,0.666,-8.157,0.0758,0.422,0.0402,2.03e-06,0.148,1.0,2.0,208000.0,4.0,0,world
0.833,169.964,0.55,-5.513,0.103,0.577,0.0521,4.53e-05,0.0523,1.0,8.0,144191.0,4.0,0,world
0.737,92.006,0.66,-4.931,0.0477,0.802,0.0384,0.0,0.536,1.0,10.0,245629.0,4.0,0,world
0.766,126.079,0.741,-7.358,0.103,0.321,0.0774,4.51e-05,0.129,1.0,1.0,158115.0,4.0,0,world
0.514,120.142,0.598,-4.537,0.305,0.49,0.0344,0.0,0.461,1.0,2.0,214062.0,4.0,0,world
0.69,104.995,0.747,-7.22,0.234,0.603,0.105,0.0,0.108,1.0,7.0,220345.0,4.0,0,world
0.699,133.069,0.536,-6.614,0.213,0.266,0.0512,0.0,0.59,1.0,10.0,202105.0,4.0,0,world
0.57,127.956,0.555,-10.277,0.112,0.28,0.0448,3.51e-05,0.261,1.0,2.0,215484.0,4.0,0,world
0.765,170.115,0.497,-3.308,0.0941,0.669,0.0899,1.11e-05,0.113,1.0,8.0,141000.0,4.0,0,world
0.603,104.98,0.752,-5.973,0.311,0.841,0.0862,3.03e-05,0.19,1.0,8.0,201429.0,4.0,0,world
0.795,75.03,0.62,-4.835,0.132,0.628,0.0402,3.9e-06,0.273,0.0,6.0,175200.0,4.0,0,world
0.41,94.993,0.753,-9.847,0.367,0.337,0.248,0.0,0.464,0.0,10.0,154123.0,4.0,0,world
0.851,100.028,0.641,-4.552,0.0996,0.724,0.213,0.0,0.333,0.0,0.0,206553.0,4.0,0,world
0.471,76.934,0.404,-5.848,0.119,0.497,0.0535,0.0,0.287,1.0,6.0,216585.0,4.0,0,world
0.705,159.97,0.595,-9.872,0.0883,0.562,0.052,0.000326,0.221,0.0,6.0,239664.0,4.0,0,world
0.749,100.017,0.798,-3.585,0.143,0.81,0.0445,0.0,0.258,0.0,2.0,187800.0,4.0,0,world
0.952,127.996,0.654,-3.017,0.332,0.664,0.0288,7.67e-06,0.00635,0.0,7.0,158039.0,4.0,0,world
0.752,128.046,0.604,-5.09,0.0896,0.444,0.0564,0.0,0.0331,0.0,11.0,223116.0,4.0,0,world
0.887,125.052,0.738,-4.241,0.162,0.798,0.0384,1.63e-05,0.604,1.0,2.0,227500.0,4.0,0,world
0.746,99.97,0.607,-5.512,0.0968,0.476,0.0453,3.79e-06,0.0334,1.0,6.0,205424.0,4.0,0,world
0.873,120.005,0.596,-2.956,0.0686,0.64,0.051,0.000195,0.0417,0.0,7.0,198077.0,4.0,0,world
0.725,160.037,0.689,-7.246,0.051,0.847,0.0757,0.0,0.0334,1.0,8.0,210704.0,4.0,0,world
0.752,99.984,0.768,-4.353,0.123,0.29,0.0878,0.0,0.0808,1.0,11.0,218210.0,4.0,0,world
0.855,75.03,0.589,-5.196,0.0362,0.764,0.0487,0.0,0.0649,1.0,2.0,202400.0,4.0,0,world
